duration_h,stream,rows,horizon_years,value_gbp,gbp_per_mw_year_k,cycles_equiv,terminal_soc_mwh,price_mean_gbp_mwh,price_min_gbp_mwh,price_max_gbp_mwh,value_gbp_annualized_m
1.0,DA,36229,2.067865296803653,4098441.413442686,19.819673069506713,1247.6968942563906,50.0,79.00427310101463,-99.01169627828688,1352.9,1.9819673069506714
1.0,SP_perfect_foresight,36229,2.067865296803653,14832011.42887564,71.72619730986258,3248.2951000892513,50.0,79.22493774439333,-97.92,2900.0,7.172619730986258
1.0,WD60_perfect_foresight,36229,2.067865296803653,13925192.267081618,67.34090604743989,3233.06753338615,50.0,78.86001380060355,-97.92,1412.9,6.734090604743988
2.0,DA,36229,2.067865296803653,7452556.99229715,36.03985716002265,1061.9216840283825,100.0,79.00427310101463,-99.01169627828688,1352.9,3.603985716002265
2.0,SP_perfect_foresight,36229,2.067865296803653,22024985.09647724,106.51073418815899,2214.7096708992285,100.0,79.22493774439333,-97.92,2900.0,10.651073418815898
2.0,WD60_perfect_foresight,36229,2.067865296803653,20780955.12877419,100.4947235242827,2207.7429502035493,100.0,78.86001380060355,-97.92,1412.9,10.049472352428271
